Number of elements: 2167 
Elements name, Alias, Datatype, Variable group name, Initial value, type of element, comment 
DEVICE1.FBU_LD.PROG1.YVRASOTM,”¬–¿—Œ“Ã,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.NK5B,Õ 5¡,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X020_7,’020_7,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.Y7,”7,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YVNAH,”¬Õ¿◊,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X017_34,’017_34,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X017_23,’017_23,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X017_12,’017_12,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X016_33,’016_33,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X016_22,’016_22,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X016_11,’016_11,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X015_10,’015_10,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YOTKLBRK1,”Œ“ À¡– 1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X015_1,’015_1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X014_31,’014_31,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X014_2,’014_2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X012_40,’012_40,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XOBWTK,’Œ¡Ÿ“ ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YVKIS,”¬ »—,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X012_4,’012_4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X011_5,’011_5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X008_36,’008_36,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X008_25,’008_25,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X008_14,’008_14,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H3244,H3244,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H323D,H323D,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H3200,H3200,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H320A,H320A,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H3233,H3233,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H324E,H324E,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H223C,H223C,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRKA7,X– A7,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.KYBY22, ”¡”22,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H224D,H224D,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H2232,H2232,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.KYBY44, ”¡”44,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H2265,H2265,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.KYBY33, ”¡”33,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRKB8,X– B8,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H4201,H4201,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H421C,H421C,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H1220,H1220,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X3KY09,’3 ”09,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZVKLDK2,Z¬ Àƒ 2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY7A,’2 ”7¿,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZPND3,ZœÕƒ3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY70,’2 ”70,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZV2PWA2,Z¬2œÿ¿2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X4KY08,’4 ”08,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZPP1,Zœœ1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YPPP1_1,”œœœ1_1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZPASO,Zœ¿—Œ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XOBWVM,’Œ¡Ÿ¬Ã,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X5KY07,’5 ”07,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZMSK2,ZÃ— 2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZVWT,Z¬ÿ“,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZGK1_,Z√ 1_,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H6259,H6259,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__VDNDK2,__VDNDK2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__VPDK2,__VPDK2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__VODO,__VODO,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__ATVKSNA,__ATVKSNA,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__ATRRU,__ATRRU,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1._ZRRYBY,_Z––”¡”,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1._ASONA,_¿—ŒÕ¿,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1._ZON,_ZŒÕ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X067_41,’067_41,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YGK1_TM,”√ 1_“Ã,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X065_7,’065_7,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X064_8,’064_8,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X063_9,’063_9,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X060_29,’060_29,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X060_18,’060_18,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YGK2P,”√ 2œ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X057_31,’057_31,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X057_20,’057_20,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X057_4,’057_4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X056_30,’056_30,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YPOS2,”œŒ—2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X056_5,’056_5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X052_9,’052_9,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YPND5,”œÕƒ5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X049_34,’049_34,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X049_23,’049_23,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X049_12,’049_12,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X049_1,’049_1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X048_22,’048_22,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X048_2,’048_2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X047_32,’047_32,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X047_3,’047_3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X046_31,’046_31,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X046_4,’046_4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YKYD6,” ”ƒ6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YOKYD3,”Œ ”ƒ3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X045_5,’045_5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X044_6,’044_6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X036_3,’036_3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X034_5,’034_5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YP1PW2BS,”œ1œÿ2¡—,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X028_35,’028_35,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X028_24,’028_24,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YPPP1_2,”œœœ1_2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X028_13,’028_13,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X025_10,’025_10,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X024_31,’024_31,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XSZZ2,’—««2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X024_20,’024_20,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X024_4,’024_4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YOBW,”Œ¡Ÿ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X022_40,’022_40,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YVNAHTM,”¬Õ¿◊“Ã,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YTTREVTM,”““–≈¬“Ã,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.NK3A,Õ 3¿,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X020_8,’020_8,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YVKISPLYUS27,”¬ »—œÀﬁ—27,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X018_14,’018_14,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YMTKSEP,”Ã“ —›œ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X017_35,’017_35,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X017_13,’017_13,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X016_34,’016_34,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X016_23,’016_23,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X016_12,’016_12,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X016_1,’016_1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X015_22,’015_22,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X015_11,’015_11,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YOTKLRTR,”Œ“ À–“–,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X015_2,’015_2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X014_10,’014_10,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X014_3,’014_3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.Y8,”8,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X012_41,’012_41,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X012_30,’012_30,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X012_5,’012_5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YVWT,”¬ÿ“,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X011_6,’011_6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YSTT1,”—““1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X008_37,’008_37,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X008_26,’008_26,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X008_15,’008_15,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRK9A,X– 9A,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H3245,H3245,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H323E,H323E,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H3234,H3234,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H321C,H321C,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H3201,H3201,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H320B,H320B,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H324F,H324F,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H224E,H224E,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H2244,H2244,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H2200,H2200,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H223D,H223D,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRKA8,X– A8,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.KYBY23, ”¡”23,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H2266,H2266,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H2233,H2233,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.KYBY34, ”¡”34,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRKB9,X– B9,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H4202,H4202,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H421D,H421D,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H1221,H1221,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRK08,X– 08,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H121A,H121A,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H520D,H520D,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZPOS1,ZœŒ—1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZVKLDK3,Z¬ Àƒ 3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY7B,’2 ”7B,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZZKYDK,Z« ”ƒ ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY6A,’2 ”6A,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY60,’2 ”60,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZPND4,ZœÕƒ4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY71,’2 ”71,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZVD1,Z¬ƒ1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X4KY09,’4 ”09,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZPW2BS,Zœÿ2¡—,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZPP2,Zœœ2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YPPP2_1,”œœœ2_1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZVNAH,Z¬Õ¿◊,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZVKIS,Z¬ »—,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XOBIVK,’Œ¡»¬ ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRK113,X– 113,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZBLVKL,Z¡À¬ À,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XBLVM,’¡À¬Ã,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZSTSY2,Z—“—”2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X5KY08,’5 ”08,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__TESTF,__TESTF,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__VDNDK3,__VDNDK3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__VPDK3,__VPDK3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRKA9,’– A9,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__OPS24BS,__ŒPS24BS,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__ATOBRK,__ATOBRK,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__STTREV,__STTREV,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__STPASO,__STPASO,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X065_8,’065_8,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YTOK1P,”“Œ 1œ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YVBYP110,”¬¡”œ110,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YOBY4,”Œ¡”4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X060_19,’060_19,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X057_32,’057_32,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YGK1P,”√ 1œ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X057_5,’057_5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X056_31,’056_31,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YPOZP1,”œŒ«œ1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YVD1,”¬ƒ1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YPND6,”œÕƒ6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X049_35,’049_35,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X049_24,’049_24,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X049_13,’049_13,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X049_2,’049_2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X048_23,’048_23,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X048_3,’048_3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X047_33,’047_33,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X047_11,’047_11,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X047_22,’047_22,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X047_4,’047_4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X046_5,’046_5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X046_32,’046_32,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YOKYD4,”Œ ”ƒ4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X045_6,’045_6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X044_7,’044_7,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YPW4BS_TM,”œÿ4¡—_“Ã,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X034_31,’034_31,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X034_6,’034_6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YISXREK,Y»—’–› ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XVKLOBT,’¬ ÀŒ¡“,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X028_36,’028_36,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X028_25,’028_25,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YPPP2_2,”œœœ2_2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X028_14,’028_14,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X028_1,’028_1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XBPP,’¡œœ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X025_4,’025_4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X024_32,’024_32,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X024_10,’024_10,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X024_5,’024_5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X022_41,’022_41,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X022_30,’022_30,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X019_38,’019_38,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X019_16,’019_16,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X018_15,’018_15,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YTMTKSEP,”“Ã“ —›œ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X017_1,’017_1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YPKO,”œ Œ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X016_35,’016_35,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X016_24,’016_24,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X016_2,’016_2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X015_23,’015_23,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X015_12,’015_12,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X015_3,’015_3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X014_22,’014_22,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XOBW,’Œ¡Ÿ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X014_4,’014_4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X012_31,’012_31,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X012_20,’012_20,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YBLVKL,”¡À¬ À,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X012_6,’012_6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X011_30,’011_30,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X011_7,’011_7,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YSTT2,”—““2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X008_38,’008_38,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X008_27,’008_27,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YSTSY2,”—“—”2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X008_16,’008_16,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XTM,’“Ã,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H3246,H3246,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRK8A,X– 8A,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H323F,H323F,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H3235,H3235,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H320C,H320C,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H321D,H321D,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H3202,H3202,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H2245,H2245,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRK9B,X– 9B,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H2201,H2201,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H223E,H223E,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.KYBY24, ”¡”24,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H2212,H2212,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H2278,H2278,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H2267,H2267,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.KYBY35, ”¡”35,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H4214,H4214,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H4203,H4203,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H421E,H421E,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H121B,H121B,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H1222,H1222,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H120A,H120A,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRK09,X– 09,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.KYBY79, ”¡”79,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZPOS2,ZœŒ—2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZVKLDK4,Z¬ Àƒ 4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY5A,’2 ”5A,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZPNDK1,ZœÕƒ 1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY6B,’2 ”6B,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY61,’2 ”61,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZPND5,ZœÕƒ5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY72,’2 ”72,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZVD2,Z¬ƒ2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY7C,’2 ”7C,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZPP3,Zœœ3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YPPP3_1,”œœœ3_1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZRRYBY,Z––”¡”,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZASON,Z¿—ŒÕ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZMTKSEP,ZÃ“ —›œ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.SSY2,S—”2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZSTT1,Z—““1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X5KY09,X5 ”09,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XOCPM,XŒ÷œÃ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.SGK1,S√ 1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__ONDK,__ONDK,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__VDNDK4,__VDNDK4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__VPDK4,__VPDK4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__OBSD,__OBSD,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__ATOBDO,__ATOBDO,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__ATTREV,__ATTREV,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1._ZTREVBY,_Z“–≈¬¡”,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XB1P1,’B1œ1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X065_9,’065_9,BOOL,,,1,0,""
